user_id,signup_date,country,city,platform,acquisition_channel,age_group,experiment_group,first_device_type
U02205,2024-12-29,Germany,Hamburg,Android,Paid Search,,control,Android
U02206,2024-11-04,Germany,Berlin,Android,Organic,35-44,control,Android
U02207,2024-02-24,France,Paris,iOS,Referral,35-44,control,iOS
U02208,2024-09-24,Germany,Hamburg,Web,Paid Search,35-44,treatment,Web
U02209,2024-06-18,France,Paris,Android,Paid Social,35-44,control,Android
U02210,2025-05-14,Austria,Vienna,iOS,Direct,35-44,treatment,iOS
U02211,2024-03-24,Austria,Vienna,Android,Direct,25-34,control,Android
U02212,2025-02-02,Austria,Vienna,Web,Paid Search,25-34,control,Web
U02213,2025-02-24,France,Paris,iOS,Paid Social,25-34,treatment,iOS
U02214,2024-07-01,France,Paris,Android,Organic,35-44,treatment,Android
U02215,2024-03-01,France,Paris,Android,Direct,25-34,control,Android
U02216,2024-10-30,Spain,Madrid,iOS,Partnership,35-44,control,iOS
U02217,2025-04-20,Germany,Hamburg,Android,Paid Search,18-24,treatment,Android
U02218,2024-02-22,Austria,Vienna,Web,Referral,35-44,control,Web
U02219,2024-03-17,Austria,Vienna,Android,Direct,18-24,treatment,Android
U02220,2024-12-10,Spain,Madrid,iOS,Paid Search,25-34,control,iOS
U02221,2024-12-15,Spain,Madrid,iOS,Paid Social,25-34,treatment,iOS
U02222,2025-03-07,Germany,Hamburg,Android,Paid Search,25-34,treatment,Android
U02223,2024-03-08,France,Paris,Web,Organic,25-34,control,Web
U02224,2025-03-19,France,Paris,Android,Paid Search,18-24,treatment,Android
U02225,2024-01-23,Spain,Madrid,Android,Paid Search,25-34,control,Android
U02226,2024-10-04,Germany,Berlin,iOS,Partnership,55+,control,iOS
U02227,2024-09-11,France,Paris,iOS,Paid Search,45-54,control,iOS
U02228,2025-04-23,Austria,Vienna,iOS,Paid Search,25-34,treatment,iOS
U02229,2024-10-18,Spain,Madrid,Android,Paid Search,18-24,control,Android
U02230,2024-05-14,Spain,Madrid,Android,Partnership,18-24,control,Android
U02231,2024-05-02,Germany,Berlin,iOS,Paid Social,35-44,control,iOS
U02232,2024-05-04,Austria,Vienna,Android,Paid Search,18-24,control,Android
U02233,2024-07-21,Austria,Vienna,Android,Referral,25-34,control,Android
U02234,2024-06-13,Austria,Vienna,iOS,Organic,18-24,control,iOS
U02235,2024-12-20,Netherlands,Amsterdam,Android,Referral,25-34,control,Android
U02236,2024-11-25,Netherlands,Amsterdam,Android,Referral,25-34,control,Android
U02237,2024-08-25,Germany,Berlin,Android,Partnership,35-44,treatment,Android
U02238,2024-12-16,Spain,Barcelona,iOS,Direct,45-54,control,iOS
U02239,2024-06-06,Germany,Berlin,Android,Paid Search,18-24,treatment,Android
U02240,2024-06-19,Spain,Madrid,Web,Referral,18-24,treatment,Web
U02241,2025-04-14,Austria,Vienna,iOS,Organic,35-44,control,iOS
U02242,2024-06-27,Germany,Hamburg,iOS,Partnership,45-54,treatment,iOS
U02243,2024-07-18,Spain,Barcelona,Android,Organic,45-54,control,Android
U02244,2024-08-28,Spain,Barcelona,Android,Organic,35-44,control,Android
U02245,2025-04-21,France,Paris,Android,Referral,55+,control,Android
U02246,2024-12-18,Austria,Vienna,iOS,Paid Social,25-34,control,iOS
U02247,2024-02-05,Spain,Barcelona,Android,Referral,25-34,treatment,Android
U02248,2024-11-24,Germany,Munich,iOS,Paid Search,45-54,control,iOS
U02249,2024-09-23,Germany,Berlin,Android,Paid Search,55+,control,Android
U02250,2024-02-16,Austria,Vienna,Web,Direct,35-44,control,Web
U02251,2024-10-21,Germany,Hamburg,iOS,Referral,35-44,treatment,iOS
U02252,2024-04-13,Spain,Barcelona,Android,Referral,45-54,treatment,Android
U02253,2025-03-08,Spain,Madrid,Android,Organic,35-44,control,Android
U02254,2024-08-01,Germany,Munich,iOS,Paid Social,25-34,control,iOS
U02255,2025-02-01,Germany,Hamburg,Android,Partnership,18-24,control,Android
U02256,2025-03-05,Netherlands,Amsterdam,Web,Direct,35-44,control,Web
U02257,2024-05-12,Germany,Berlin,Android,Organic,25-34,treatment,Android
U02258,2024-09-05,Germany,Munich,Android,Organic,25-34,control,Android
U02259,2025-02-07,Netherlands,Amsterdam,Android,Referral,45-54,treatment,Android
U02260,2024-11-30,Netherlands,Amsterdam,Android,Paid Social,55+,control,Android
U02261,2025-04-19,France,Paris,iOS,Paid Social,18-24,control,iOS
U02262,2025-01-16,Germany,Munich,Web,Organic,25-34,control,Web
U02263,2024-05-05,France,Paris,Web,Direct,25-34,control,Web
U02264,2025-02-03,Spain,Barcelona,Android,Referral,25-34,control,Android
U02265,2024-09-03,Spain,Barcelona,Android,Organic,,control,Android
U02266,2024-10-14,Netherlands,Amsterdam,Web,Paid Social,18-24,treatment,Web
U02267,2024-06-13,Austria,Vienna,Android,Partnership,35-44,control,Android
U02268,2025-03-28,Austria,Vienna,Android,Paid Search,35-44,control,Android
U02269,2025-01-21,Austria,Vienna,Android,Organic,35-44,treatment,Android
U02270,2024-09-15,Germany,Hamburg,Android,Organic,35-44,treatment,Android
U02271,2025-03-18,France,Paris,Android,Organic,25-34,treatment,Android
U02272,2024-12-26,Spain,Barcelona,iOS,Partnership,45-54,treatment,iOS
U02273,2024-11-16,Germany,Berlin,iOS,Organic,25-34,control,iOS
U02274,2024-08-05,Austria,Vienna,iOS,Paid Search,35-44,control,iOS
U02275,2024-10-11,France,Paris,iOS,Referral,35-44,treatment,iOS
U02276,2024-07-17,Netherlands,Amsterdam,Android,Paid Social,25-34,treatment,Android
U02277,2025-01-15,Germany,Berlin,Android,Referral,18-24,control,Android
U02278,2025-02-04,Spain,Barcelona,Web,Referral,55+,treatment,iOS
U02279,2024-06-12,Spain,Madrid,Android,Partnership,25-34,treatment,Android
U02280,2024-09-02,Spain,Madrid,Android,Partnership,25-34,treatment,Android
U02281,2024-01-12,Netherlands,Amsterdam,Android,Partnership,45-54,treatment,Android
U02282,2025-02-28,Germany,Hamburg,Android,Organic,25-34,control,Android
U02283,2025-03-29,Austria,Vienna,iOS,Paid Search,35-44,treatment,iOS
U02284,2024-12-06,Netherlands,Amsterdam,iOS,Paid Social,25-34,control,iOS
U02285,2024-05-09,Spain,Barcelona,Android,Referral,25-34,control,Android
U02286,2025-03-11,Germany,Munich,iOS,Direct,25-34,control,iOS
U02287,2024-10-31,Germany,Hamburg,Android,Paid Search,35-44,treatment,Android
U02288,2024-01-12,France,Paris,Web,Organic,25-34,control,Android
U02289,2024-08-03,France,Paris,Android,Direct,35-44,treatment,Android
U02290,2024-07-22,Germany,Berlin,iOS,Paid Search,25-34,treatment,iOS
U02291,2024-01-22,Spain,Madrid,iOS,Organic,35-44,control,iOS
U02292,2025-05-01,Germany,Hamburg,Android,Paid Search,45-54,control,Android
U02293,2025-01-25,France,Paris,iOS,Organic,35-44,control,iOS
U02294,2024-11-17,Netherlands,Amsterdam,iOS,Paid Search,18-24,treatment,iOS
U02295,2024-12-04,Germany,Hamburg,Android,Organic,25-34,control,Android
U02296,2024-04-20,Germany,Hamburg,Android,Organic,55+,treatment,Android
U02297,2025-02-10,Netherlands,Amsterdam,Android,Organic,35-44,treatment,Android
U02298,2025-02-26,Germany,Berlin,Android,Paid Search,25-34,treatment,Android
U02299,2024-10-30,Netherlands,Amsterdam,iOS,Organic,35-44,control,iOS
U02300,2024-10-15,France,Paris,Android,Partnership,25-34,treatment,Android
U02301,2024-07-02,France,Paris,iOS,Referral,25-34,control,iOS
U02302,2024-05-24,Netherlands,Amsterdam,Android,Direct,25-34,treatment,Android
U02303,2025-05-09,Germany,Hamburg,Android,Organic,18-24,control,Android
U02304,2024-06-23,Germany,Hamburg,iOS,Organic,55+,treatment,iOS
U02305,2024-07-05,Austria,Vienna,iOS,Paid Search,25-34,treatment,iOS
U02306,2024-12-03,France,Paris,iOS,Organic,18-24,control,iOS
U02307,2024-01-27,France,Paris,Android,Paid Search,35-44,treatment,Android
U02308,2024-09-28,Spain,Madrid,iOS,Organic,35-44,control,iOS
U02309,2024-08-20,Spain,Madrid,Android,Referral,25-34,control,Android
U02310,2024-01-20,Germany,Berlin,iOS,Partnership,25-34,control,iOS
U02311,2024-04-02,Spain,Madrid,iOS,Organic,45-54,treatment,iOS
U02312,2024-11-09,Austria,Vienna,iOS,Organic,25-34,control,iOS
U02313,2024-04-23,Spain,Madrid,iOS,Organic,45-54,control,iOS
U02314,2024-12-17,France,Paris,iOS,Paid Social,45-54,treatment,iOS
U02315,2024-04-24,Germany,Munich,iOS,Organic,25-34,treatment,iOS
U02316,2024-07-20,France,Paris,Android,Paid Search,25-34,control,Android
U02317,2024-01-04,France,Paris,iOS,Organic,45-54,treatment,iOS
U02318,2024-12-06,France,Paris,Android,Paid Search,35-44,control,Android
U02319,2025-03-22,Spain,Madrid,iOS,Paid Search,25-34,control,iOS
U02320,2024-03-11,Germany,Berlin,iOS,Direct,35-44,control,iOS
U02321,2024-05-24,Germany,Berlin,iOS,Direct,45-54,treatment,iOS
U02322,2024-07-24,Germany,Berlin,iOS,Paid Search,25-34,treatment,iOS
U02323,2024-01-20,Spain,Barcelona,Android,Organic,35-44,control,Android
U02324,2024-08-05,Spain,Barcelona,Web,Direct,18-24,control,iOS
U02325,2024-10-18,Spain,Barcelona,Web,Referral,18-24,control,Android
U02326,2024-12-08,Germany,Hamburg,Web,Partnership,18-24,treatment,Web
U02327,2024-09-25,Spain,Madrid,Android,Referral,35-44,control,Android
U02328,2024-12-16,Austria,Vienna,Android,Paid Social,25-34,control,Android
U02329,2024-09-30,Spain,Madrid,iOS,Direct,45-54,control,iOS
U02330,2024-04-08,France,Paris,Android,Direct,35-44,control,Android
U02331,2024-01-20,Spain,Barcelona,Android,Organic,35-44,control,Android
U02332,2024-01-24,Netherlands,Amsterdam,Android,Partnership,45-54,control,Android
U02333,2024-03-16,France,Paris,iOS,Referral,35-44,treatment,iOS
U02334,2024-03-08,France,Paris,Web,Organic,,treatment,Web
U02335,2024-10-28,Netherlands,Amsterdam,Android,Organic,18-24,control,Android
U02336,2024-01-21,Germany,Berlin,Android,Organic,35-44,treatment,Android
U02337,2024-03-13,Netherlands,Amsterdam,iOS,Referral,55+,control,iOS
U02338,2025-03-02,France,Paris,Android,Partnership,45-54,control,Android
U02339,2024-03-15,Spain,Madrid,iOS,Paid Search,35-44,treatment,iOS
U02340,2024-02-15,France,Paris,iOS,Referral,25-34,treatment,iOS
U02341,2024-08-22,Spain,Madrid,iOS,Paid Search,18-24,control,iOS
U02342,2025-01-05,France,Paris,Web,Organic,25-34,control,Web
U02343,2024-03-06,Netherlands,Amsterdam,Android,Referral,18-24,control,Android
U02344,2024-09-21,Netherlands,Amsterdam,Android,Paid Search,25-34,control,Android
U02345,2025-01-01,Spain,Barcelona,Web,Paid Social,35-44,treatment,Web
U02346,2024-01-06,Spain,Madrid,Android,Paid Social,25-34,control,Android
U02347,2024-03-26,Austria,Vienna,iOS,Partnership,25-34,treatment,iOS
U02348,2025-01-08,France,Paris,Web,Organic,18-24,treatment,Web
U02349,2025-02-02,Germany,Munich,Android,Organic,35-44,treatment,Android
U02350,2024-09-04,France,Paris,Web,Organic,35-44,treatment,Web
U02351,2024-06-07,Spain,Madrid,Android,Direct,25-34,control,Android
U02352,2025-01-27,Spain,Barcelona,Web,Referral,,control,Web
U02353,2025-05-12,Netherlands,Amsterdam,iOS,Paid Social,25-34,treatment,iOS
U02354,2024-10-30,Spain,Madrid,Android,Paid Search,18-24,treatment,Android
U02355,2025-04-05,Spain,Madrid,iOS,Organic,35-44,treatment,iOS
U02356,2024-03-07,Spain,Barcelona,Android,Paid Social,35-44,control,Android
U02357,2024-05-25,Spain,Madrid,Android,Organic,45-54,control,Android
U02358,2025-04-13,Spain,Barcelona,Android,Partnership,25-34,treatment,Android
U02359,2024-07-03,Netherlands,Amsterdam,iOS,Organic,25-34,control,iOS
U02360,2024-09-14,Germany,Hamburg,Android,Organic,18-24,treatment,Android
U02361,2024-06-13,Spain,Barcelona,Web,Organic,18-24,treatment,Web
U02362,2024-07-26,France,Paris,Web,Direct,,treatment,Web
U02363,2024-10-05,Germany,Munich,iOS,Referral,25-34,treatment,iOS
U02364,2024-02-18,Spain,Madrid,iOS,Organic,35-44,treatment,iOS
U02365,2024-04-05,Austria,Vienna,Android,Referral,35-44,control,Android
U02366,2025-01-29,Germany,Munich,iOS,Paid Search,45-54,control,iOS
U02367,2024-08-31,Austria,Vienna,iOS,Paid Search,25-34,treatment,iOS
U02368,2024-02-04,Spain,Madrid,Android,Direct,25-34,treatment,Android
U02369,2024-05-07,Germany,Berlin,Android,Referral,45-54,treatment,Android
U02370,2025-01-08,Spain,Madrid,Android,Paid Social,35-44,control,Android
U02371,2024-03-03,France,Paris,Android,Referral,18-24,control,Android
U02372,2025-02-25,Germany,Berlin,Android,Paid Search,35-44,treatment,Android
U02373,2025-04-30,Netherlands,Amsterdam,Android,Paid Social,25-34,control,Android
U02374,2024-08-22,Austria,Vienna,Android,Organic,25-34,control,Android
U02375,2024-05-16,France,Paris,iOS,Paid Search,25-34,treatment,iOS
U02376,2024-03-05,France,Paris,Web,Direct,18-24,treatment,Web
U02377,2024-02-04,Germany,Berlin,Android,Organic,35-44,control,Android
U02378,2024-05-04,Spain,Madrid,Android,Partnership,25-34,control,Android
U02379,2025-02-12,Netherlands,Amsterdam,Android,Organic,25-34,control,Android
U02380,2024-08-10,Austria,Vienna,Android,Paid Search,25-34,treatment,Android
U02381,2024-04-21,Spain,Madrid,iOS,Direct,35-44,treatment,iOS
U02382,2024-03-29,France,Paris,Android,Paid Social,18-24,treatment,Android
U02383,2024-11-01,France,Paris,iOS,Paid Social,25-34,control,iOS
U02384,2024-03-26,Austria,Vienna,iOS,Organic,25-34,control,iOS
U02385,2024-06-28,Netherlands,Amsterdam,iOS,Organic,35-44,control,iOS
U02386,2025-01-20,Spain,Barcelona,Android,Organic,45-54,treatment,Android
U02387,2024-11-06,Germany,Berlin,iOS,Partnership,18-24,treatment,iOS
U02388,2024-04-09,Netherlands,Amsterdam,Android,Paid Social,35-44,control,Android
U02389,2024-10-09,Germany,Munich,iOS,Organic,35-44,treatment,iOS
U02390,2024-10-04,France,Paris,Android,Paid Social,18-24,treatment,Android
U02391,2024-02-19,Netherlands,Amsterdam,Android,Paid Social,45-54,control,Android
U02392,2024-01-13,Germany,Munich,iOS,Direct,25-34,control,iOS
U02393,2024-12-19,France,Paris,iOS,Organic,25-34,control,iOS
U02394,2024-04-03,Spain,Madrid,Android,Organic,18-24,treatment,Android
U02395,2024-11-25,Netherlands,Amsterdam,iOS,Organic,25-34,treatment,iOS
U02396,2024-03-25,Spain,Madrid,Android,Direct,18-24,control,Android
U02397,2024-08-26,Austria,Vienna,Android,Referral,25-34,control,Android
U02398,2025-03-09,Netherlands,Amsterdam,iOS,Organic,55+,treatment,iOS
U02399,2025-05-16,Germany,Munich,iOS,Paid Search,25-34,treatment,iOS
U02400,2024-03-05,France,Paris,iOS,Partnership,35-44,treatment,iOS
U02401,2024-04-11,Austria,Vienna,Android,Partnership,35-44,treatment,Android
U02402,2024-08-02,Germany,Berlin,iOS,Organic,25-34,control,iOS
U02403,2024-10-03,Netherlands,Amsterdam,iOS,Organic,18-24,control,iOS
U02404,2024-05-09,France,Paris,Android,Paid Search,18-24,treatment,Android
U02405,2024-10-10,France,Paris,Android,Direct,25-34,control,Android
U02406,2024-01-10,France,Paris,Web,Partnership,55+,treatment,Web
U02407,2025-01-10,Germany,Hamburg,Android,Paid Search,35-44,control,Android
U02408,2025-03-01,France,Paris,Android,Paid Social,25-34,control,Android
U02409,2024-08-05,Germany,Berlin,Android,Partnership,25-34,control,Android
U02410,2024-02-08,Netherlands,Amsterdam,iOS,Partnership,35-44,control,iOS
U02411,2025-05-14,Austria,Vienna,Android,Direct,25-34,control,Android
U02412,2024-02-20,France,Paris,iOS,Direct,35-44,control,iOS
U02413,2024-05-06,Netherlands,Amsterdam,Android,Paid Search,35-44,treatment,Android
U02414,2024-03-24,Germany,Munich,iOS,Paid Social,35-44,treatment,iOS
U02415,2024-08-15,France,Paris,Android,Organic,25-34,control,Android
U02416,2025-01-28,France,Paris,iOS,Paid Search,25-34,treatment,iOS
U02417,2025-04-16,France,Paris,iOS,Paid Social,35-44,control,iOS
U02418,2025-03-03,Netherlands,Amsterdam,Android,Organic,45-54,treatment,Android
U02419,2024-07-22,Netherlands,Amsterdam,Android,Partnership,,control,Android
U02420,2024-09-12,Netherlands,Amsterdam,iOS,Direct,18-24,control,iOS
U02421,2024-09-24,Austria,Vienna,iOS,Partnership,35-44,control,iOS
U02422,2024-03-24,Austria,Vienna,Web,Referral,25-34,control,iOS
U02423,2024-12-09,Germany,Berlin,iOS,Referral,25-34,treatment,iOS
U02424,2025-02-12,Germany,Munich,iOS,Referral,55+,control,iOS
U02425,2025-04-17,Germany,Hamburg,iOS,Organic,45-54,control,iOS
U02426,2024-02-17,France,Paris,Android,Referral,18-24,treatment,Android
U02427,2025-03-08,Germany,Hamburg,Web,Referral,45-54,treatment,Web
U02428,2025-04-27,Germany,Munich,iOS,Organic,18-24,treatment,iOS
U02429,2025-02-26,Germany,Hamburg,Android,Organic,35-44,control,Android
U02430,2024-11-17,Germany,Berlin,Android,Partnership,35-44,control,Android
U02431,2024-11-10,Spain,Barcelona,Android,Organic,25-34,control,Android
U02432,2024-06-09,Germany,Munich,Web,Paid Search,35-44,control,Web
U02433,2025-01-14,Germany,Berlin,Android,Organic,25-34,treatment,Android
U02434,2024-02-05,Spain,Madrid,iOS,Referral,35-44,control,iOS
U02435,2024-06-04,Germany,Munich,iOS,Direct,25-34,control,iOS
U02436,2024-06-14,Netherlands,Amsterdam,Android,Paid Search,25-34,treatment,Android
U02437,2025-01-04,Netherlands,Amsterdam,Android,Paid Search,45-54,treatment,Android
U02438,2024-03-17,France,Paris,Android,Direct,18-24,treatment,Android
U02439,2024-10-10,Spain,Madrid,Android,Organic,25-34,treatment,Android
U02440,2024-09-13,Spain,Barcelona,Android,Referral,25-34,treatment,Android
U02441,2025-02-26,Germany,Hamburg,iOS,Organic,35-44,treatment,iOS
U02442,2024-03-18,France,Paris,Android,Organic,25-34,treatment,Android
U02443,2024-11-07,Germany,Munich,Web,Organic,25-34,control,Web
U02444,2024-09-17,Spain,Barcelona,iOS,Paid Social,45-54,treatment,iOS
U02445,2024-01-13,Germany,Hamburg,iOS,Referral,45-54,control,iOS
U02446,2024-12-17,Germany,Berlin,Android,Paid Search,45-54,control,Android
U02447,2024-08-18,Austria,Vienna,iOS,Paid Search,25-34,control,iOS
U02448,2025-04-16,France,Paris,Web,Paid Social,35-44,treatment,Web
U02449,2024-01-20,Spain,Madrid,Android,Organic,55+,control,Android
U02450,2025-02-04,Germany,Munich,Android,Organic,25-34,treatment,Android
U02451,2024-06-21,Spain,Barcelona,iOS,Organic,35-44,treatment,iOS
U02452,2024-04-05,France,Paris,Android,Paid Search,25-34,treatment,Android
U02453,2024-12-30,France,Paris,iOS,Organic,25-34,control,iOS
U02454,2025-02-02,Austria,Vienna,iOS,Paid Search,35-44,control,iOS
U02455,2025-04-07,Germany,Hamburg,iOS,Organic,35-44,treatment,iOS
U02456,2024-07-03,Germany,Munich,iOS,Partnership,55+,control,iOS
U02457,2024-10-18,France,Paris,iOS,Referral,25-34,treatment,iOS
U02458,2024-04-15,France,Paris,iOS,Referral,25-34,control,iOS
U02459,2024-09-23,France,Paris,iOS,Direct,18-24,treatment,iOS
U02460,2025-04-11,Spain,Barcelona,Web,Direct,35-44,treatment,iOS
U02461,2025-02-01,Spain,Barcelona,Android,Paid Social,25-34,treatment,Android
U02462,2025-05-15,Netherlands,Amsterdam,Android,Organic,35-44,treatment,Android
U02463,2024-12-13,Netherlands,Amsterdam,Android,Paid Social,18-24,treatment,Android
U02464,2024-01-02,Germany,Berlin,iOS,Referral,35-44,control,iOS
U02465,2025-01-19,Austria,Vienna,Android,Organic,25-34,treatment,Android
U02466,2024-11-29,Austria,Vienna,iOS,Paid Social,25-34,treatment,iOS
U02467,2024-04-18,Germany,Munich,Android,Paid Social,,treatment,Android
U02468,2024-04-17,Germany,Munich,iOS,Organic,45-54,control,iOS
U02469,2024-07-26,Germany,Hamburg,iOS,Paid Social,25-34,control,iOS
U02470,2025-04-14,Austria,Vienna,iOS,Direct,35-44,control,iOS
U02471,2024-08-03,Netherlands,Amsterdam,Android,Direct,35-44,control,Android
U02472,2024-11-30,Spain,Barcelona,iOS,Paid Social,25-34,treatment,iOS
U02473,2024-11-01,Spain,Madrid,Android,Organic,18-24,treatment,Android
U02474,2024-07-05,Netherlands,Amsterdam,Android,Partnership,25-34,treatment,Android
U02475,2024-12-08,Germany,Hamburg,Android,Organic,25-34,control,Android
U02476,2024-04-11,Spain,Barcelona,Android,Paid Social,35-44,treatment,Android
U02477,2025-01-12,France,Paris,Android,Direct,25-34,control,Android
U02478,2024-06-22,Spain,Barcelona,Android,Referral,35-44,treatment,Android
U02479,2025-02-08,France,Paris,Android,Organic,18-24,control,Android
U02480,2024-01-11,Germany,Berlin,Android,Partnership,35-44,treatment,Android
U02481,2025-03-30,Germany,Munich,Android,Referral,25-34,control,Android
U02482,2024-04-16,France,Paris,Android,Organic,25-34,control,Android
U02483,2024-07-08,Netherlands,Amsterdam,iOS,Paid Search,25-34,treatment,iOS
U02484,2024-10-06,France,Paris,Android,Organic,45-54,treatment,Android
U02485,2024-04-20,Netherlands,Amsterdam,iOS,Organic,18-24,control,iOS
U02486,2024-10-23,Spain,Madrid,iOS,Direct,18-24,treatment,iOS
U02487,2025-04-16,Germany,Berlin,Android,Referral,25-34,control,Android
U02488,2024-09-23,Germany,Munich,iOS,Referral,18-24,control,iOS
U02489,2024-01-28,Austria,Vienna,iOS,Paid Search,18-24,control,iOS
U02490,2024-04-02,France,Paris,Android,Paid Social,18-24,control,Android
U02491,2024-01-28,Spain,Barcelona,Android,Referral,45-54,treatment,Android
U02492,2025-04-30,Spain,Madrid,iOS,Referral,35-44,control,iOS
U02493,2025-01-07,Germany,Hamburg,iOS,Organic,18-24,treatment,iOS
U02494,2024-03-22,Netherlands,Amsterdam,Web,Direct,25-34,treatment,Web
U02495,2025-03-15,France,Paris,Web,Paid Social,55+,control,Web
U02496,2024-01-13,Austria,Vienna,iOS,Direct,25-34,treatment,iOS
U02497,2024-11-07,Germany,Berlin,Android,Paid Search,25-34,control,Android
U02498,2024-03-21,Germany,Munich,iOS,Paid Social,25-34,control,iOS
U02499,2024-12-03,Netherlands,Amsterdam,Android,Paid Social,25-34,treatment,Android
U02500,2024-04-06,Austria,Vienna,iOS,Referral,18-24,treatment,iOS
U02501,2024-11-12,France,Paris,Android,Referral,18-24,treatment,Android
U02502,2025-02-01,France,Paris,iOS,Paid Search,18-24,treatment,iOS
U02503,2024-07-24,Netherlands,Amsterdam,Android,Paid Search,45-54,treatment,Android
U02504,2025-01-20,Netherlands,Amsterdam,Android,Paid Search,25-34,control,Android
U02505,2024-12-02,Austria,Vienna,Android,Direct,25-34,control,Android
U02506,2024-02-01,France,Paris,Android,Paid Search,18-24,control,Android
U02507,2024-03-26,France,Paris,Android,Paid Social,35-44,treatment,Android
U02508,2024-10-31,Spain,Barcelona,Android,Referral,25-34,treatment,Android
U02509,2024-05-23,Germany,Munich,Android,Organic,45-54,control,Android
U02510,2024-10-03,Germany,Berlin,iOS,Direct,25-34,control,iOS
U02511,2024-03-29,France,Paris,Android,Partnership,35-44,treatment,Android
U02512,2024-06-08,Netherlands,Amsterdam,Web,Paid Social,55+,control,iOS
U02513,2024-12-03,Spain,Madrid,Web,Referral,45-54,treatment,Web
U02514,2024-04-12,France,Paris,iOS,Direct,35-44,control,iOS
U02515,2025-01-13,Netherlands,Amsterdam,Web,Paid Social,35-44,treatment,Web
U02516,2024-10-17,Netherlands,Amsterdam,Android,Direct,25-34,treatment,Android
U02517,2024-10-21,Spain,Madrid,iOS,Referral,25-34,treatment,iOS
U02518,2024-01-13,Germany,Hamburg,iOS,Paid Search,25-34,treatment,iOS
U02519,2024-10-28,Netherlands,Amsterdam,iOS,Direct,35-44,control,iOS
U02520,2024-11-06,Germany,Hamburg,Android,Paid Social,55+,control,Android
U02521,2024-03-23,France,Paris,Web,Paid Social,45-54,control,Web
U02522,2024-11-29,France,Paris,iOS,Paid Search,18-24,treatment,iOS
U02523,2025-03-15,Germany,Munich,Web,Organic,18-24,control,Web
U02524,2024-08-09,France,Paris,iOS,Organic,45-54,treatment,iOS
U02525,2024-04-16,Netherlands,Amsterdam,iOS,Paid Search,35-44,control,iOS
U02526,2024-06-19,Germany,Munich,iOS,Paid Social,18-24,control,iOS
U02527,2025-05-03,Austria,Vienna,iOS,Partnership,35-44,control,iOS
U02528,2024-09-14,Netherlands,Amsterdam,iOS,Paid Social,,treatment,iOS
U02529,2024-04-16,France,Paris,Android,Organic,45-54,control,Android
U02530,2024-01-23,Austria,Vienna,iOS,Paid Search,25-34,treatment,iOS
U02531,2024-06-28,Netherlands,Amsterdam,iOS,Referral,25-34,treatment,iOS
U02532,2025-05-07,France,Paris,Android,Referral,25-34,treatment,Android
U02533,2025-03-18,Germany,Berlin,iOS,Paid Social,25-34,control,iOS
U02534,2025-02-16,Spain,Madrid,iOS,Organic,18-24,control,iOS
U02535,2024-02-13,Spain,Barcelona,Android,Organic,,control,Android
U02536,2025-05-03,Austria,Vienna,iOS,Direct,35-44,treatment,iOS
U02537,2024-08-07,Spain,Barcelona,Web,Organic,25-34,control,Web
U02538,2024-02-17,Austria,Vienna,Android,Partnership,35-44,control,Android
U02539,2024-01-21,Germany,Hamburg,Web,Organic,35-44,treatment,Web
U02540,2024-10-10,Germany,Munich,iOS,Paid Social,25-34,control,iOS
U02541,2024-10-12,Austria,Vienna,Android,Partnership,25-34,control,Android
U02542,2025-01-08,Netherlands,Amsterdam,Android,Referral,18-24,control,Android
U02543,2024-07-12,Spain,Barcelona,iOS,Organic,18-24,treatment,iOS
U02544,2024-06-26,Austria,Vienna,Web,Paid Search,18-24,control,Web
U02545,2025-02-17,France,Paris,iOS,Organic,35-44,control,iOS
U02546,2024-07-05,Spain,Barcelona,iOS,Organic,25-34,treatment,iOS
U02547,2025-01-12,Germany,Berlin,iOS,Direct,55+,treatment,iOS
U02548,2024-09-14,Germany,Berlin,Android,Partnership,25-34,control,Android
U02549,2025-04-19,Spain,Madrid,iOS,Paid Search,35-44,treatment,iOS
U02550,2025-01-05,Spain,Madrid,Android,Partnership,25-34,treatment,Android
U02551,2024-06-11,Netherlands,Amsterdam,iOS,Paid Social,25-34,treatment,iOS
U02552,2024-10-08,Netherlands,Amsterdam,Android,Direct,45-54,treatment,Android
U02553,2024-08-26,Netherlands,Amsterdam,Web,Organic,25-34,control,Web
U02554,2025-05-12,Netherlands,Amsterdam,iOS,Referral,45-54,treatment,iOS
U02555,2025-03-11,Germany,Munich,iOS,Referral,35-44,control,iOS
U02556,2024-03-04,Germany,Berlin,iOS,Paid Social,25-34,control,iOS
U02557,2024-08-22,Germany,Munich,Android,Organic,25-34,treatment,Android
U02558,2024-07-19,Spain,Barcelona,iOS,Organic,18-24,control,iOS
U02559,2025-04-19,Netherlands,Amsterdam,Android,Organic,18-24,control,Android
U02560,2025-04-23,Germany,Hamburg,Android,Organic,35-44,control,Android
U02561,2024-04-08,Germany,Hamburg,iOS,Direct,18-24,treatment,iOS
U02562,2024-03-31,Spain,Barcelona,iOS,Referral,18-24,control,iOS
U02563,2024-03-20,France,Paris,iOS,Paid Search,25-34,control,iOS
U02564,2024-06-18,Netherlands,Amsterdam,iOS,Organic,25-34,control,iOS
U02565,2024-03-13,Germany,Munich,iOS,Paid Social,18-24,treatment,iOS
U02566,2024-02-03,Germany,Hamburg,iOS,Direct,18-24,control,iOS
